Date,Time,Temperature,Percent DO,mg/L DO
2023/08/01,11:27:54,11.8671,98.6716,10.7324
2023/08/01,11:39:55,11.9279,98.146,10.6602
2023/08/01,11:51:54,12.0663,98.7478,10.6913
2023/08/01,12:03:51,12.063,99.1648,10.7373
2023/08/01,12:15:46,12.0935,99.6619,10.7835
2023/08/01,12:27:46,12.0906,98.8994,10.7017
2023/08/01,12:39:42,12.1045,99.2933,10.7409
2023/08/01,12:51:38,12.1821,99.9531,10.7929
2023/08/01,13:03:34,12.1679,100.0641,10.8084
2023/08/01,13:15:33,12.2877,99.9532,10.7666
2023/08/01,13:27:29,12.3911,100.1076,10.7576
2023/08/01,13:39:26,12.5526,99.7903,10.6838
2023/08/01,13:51:26,12.6864,99.428,10.6125
2023/08/01,14:03:22,12.6842,100.502,10.7276
2023/08/01,14:15:21,12.6878,100.0559,10.6791
2023/08/01,14:27:18,12.6935,100.3783,10.7121
2023/08/01,14:39:14,12.6996,99.8048,10.6495
2023/08/01,14:51:13,12.7029,100.3602,10.7079
2023/08/01,15:03:12,12.7005,100.6532,10.7398
2023/08/01,15:27:19,12.7011,100.478,10.7209
2023/08/01,15:39:16,12.6979,100.2691,10.6994
2023/08/01,16:15:40,12.7008,100.4517,10.7182
2023/08/01,16:27:36,12.7039,100.4599,10.7183
2023/08/01,16:39:34,12.6999,99.9621,10.6662
2023/08/01,16:51:30,12.7063,99.9885,10.6674
2023/08/01,17:03:29,12.7077,100.2719,10.6973
2023/08/01,17:15:26,12.7146,99.8768,10.6535
2023/08/01,17:27:23,12.7119,99.774,10.6432
2023/08/01,17:39:19,12.7086,99.6561,10.6314
2023/08/01,18:03:29,12.7058,99.3553,10.6
2023/08/01,18:15:30,12.709,99.2797,10.5911
2023/08/01,18:27:26,12.6999,99.1724,10.5819
2023/08/01,18:39:22,12.695,98.8233,10.5458
2023/08/01,18:51:18,12.6916,99.7011,10.6403
2023/08/01,19:03:14,12.6898,99.0504,10.5713
2023/08/01,19:15:11,12.6909,98.8369,10.5483
2023/08/01,19:27:09,12.689,98.5953,10.523
2023/08/01,19:39:05,12.6858,98.4946,10.513
2023/08/01,19:51:04,12.6893,98.1984,10.4805
2023/08/01,20:03:00,12.6823,98.1217,10.474
2023/08/01,20:14:57,12.662,98.5184,10.5213
2023/08/01,20:26:52,12.6467,98.582,10.5317
2023/08/01,20:38:48,12.6217,98.051,10.481
2023/08/01,21:02:58,12.6192,96.3294,10.2976
2023/08/01,21:14:54,12.5873,97.5973,10.4407
2023/08/01,21:26:53,12.5881,97.5203,10.4323
2023/08/01,21:38:50,12.4889,97.8269,10.489
2023/08/01,21:50:46,12.4689,97.328,10.4403
2023/08/01,22:02:43,12.457,96.8967,10.3968
2023/08/01,22:14:38,12.4525,96.4272,10.3475
2023/08/01,22:26:37,12.3659,97.6163,10.496
2023/08/01,22:38:33,12.4372,97.089,10.4222
2023/08/01,22:50:29,12.3296,96.9243,10.4303
2023/08/01,23:02:27,12.3603,96.3024,10.3561
2023/08/01,23:14:23,12.3613,96.8545,10.4152
2023/08/01,23:26:18,12.2744,97.3668,10.4913
2023/08/01,23:38:16,12.2336,97.7803,10.5457
2023/08/01,23:50:12,12.2467,97.4695,10.509
2023/08/02,00:02:08,12.3181,96.2295,10.3583
2023/08/02,00:14:04,12.2949,96.4779,10.3906
2023/08/02,00:25:59,12.3013,96.2275,10.3621
2023/08/02,00:37:59,12.1701,97.2294,10.5017
2023/08/02,00:50:01,12.1612,97.1097,10.4909
2023/08/02,01:02:00,12.132,97.0767,10.4944
2023/08/02,01:13:56,12.1933,96.245,10.3898
2023/08/02,01:25:54,12.0647,96.8156,10.4825
2023/08/02,01:37:50,12.1054,96.8951,10.4812
2023/08/02,01:49:48,12.0503,97.4692,10.5568
2023/08/02,02:02:18,12.1029,96.5951,10.4494
2023/08/02,02:17:32,12.0587,96.6039,10.461
2023/08/02,02:29:27,12.0284,96.1463,10.4187
2023/08/02,02:41:24,12.0393,96.2278,10.4249
2023/08/02,02:53:21,12.0573,96.1441,10.4115
2023/08/02,03:05:17,11.9618,96.2072,10.4414
2023/08/02,03:17:13,11.9617,96.6884,10.4937
2023/08/02,03:29:10,12.0785,95.9634,10.3869
2023/08/02,03:41:06,11.9576,96.6262,10.4879
2023/08/02,03:53:02,11.9308,96.2059,10.4488
2023/08/02,04:04:58,11.9265,96.4143,10.4724
2023/08/02,04:16:55,12.1955,96.6143,10.4291
2023/08/02,04:28:51,12.0287,96.186,10.423
2023/08/02,04:40:46,11.9644,95.9956,10.4179
2023/08/02,04:52:43,11.8524,96.3608,10.4847
2023/08/02,05:04:39,11.8543,96.1095,10.4568
2023/08/02,05:16:36,11.7989,95.9426,10.4521
2023/08/02,05:28:32,11.7782,96.018,10.4653
2023/08/02,05:40:28,11.7859,95.6742,10.426
2023/08/02,05:52:24,11.7956,96.0148,10.4608
2023/08/02,06:04:24,11.759,96.0477,10.4732
2023/08/02,06:16:19,11.6992,96.0434,10.4873
2023/08/02,06:28:15,11.7597,95.9824,10.466
2023/08/02,06:52:26,11.7974,96.178,10.4781
2023/08/02,07:04:22,11.8278,96.2996,10.4839
2023/08/02,07:16:18,11.7927,95.8577,10.4444
2023/08/02,07:28:13,11.8243,95.9281,10.4444
2023/08/02,07:40:12,11.9248,95.7671,10.4026
2023/08/02,07:52:08,11.8809,96.264,10.4672
2023/08/02,08:04:05,11.6989,95.2851,10.4046
2023/08/02,08:16:04,11.7967,96.4536,10.5083
2023/08/02,08:27:59,11.7504,96.3138,10.5044
2023/08/02,08:39:59,11.6808,96.4621,10.5376
2023/08/02,08:51:57,11.6707,96.2398,10.5157
2023/08/02,09:03:53,11.9364,97.0203,10.5359
2023/08/02,09:15:52,11.9704,96.6465,10.487
2023/08/02,09:27:55,11.7569,96.0592,10.475
2023/08/02,09:39:50,11.726,96.7739,10.5605
2023/08/02,09:51:47,11.9599,97.0324,10.5314
2023/08/02,10:03:44,11.7956,96.9218,10.5596
2023/08/02,10:15:49,11.7295,97.3671,10.6244
2023/08/02,10:27:48,11.7795,97.5467,10.6316
2023/08/02,10:39:43,11.7978,97.4361,10.6151
2023/08/02,10:51:40,11.8272,98.0554,10.6753
2023/08/02,11:03:37,11.8958,98.2993,10.6848
2023/08/02,11:15:33,11.9302,98.5294,10.7013
2023/08/02,11:27:29,12.0059,99.1319,10.7479
2023/08/02,11:39:25,12.0644,99.117,10.7317
2023/08/02,11:51:21,12.1016,99.0567,10.716
2023/08/02,12:03:17,12.185,99.2299,10.7141
2023/08/02,12:15:13,12.1963,98.977,10.684
2023/08/02,12:27:12,12.2257,99.1614,10.6966
2023/08/02,12:39:11,12.2913,98.9178,10.6542
2023/08/02,12:51:07,12.3166,98.7944,10.6347
2023/08/02,13:03:03,12.3311,98.6745,10.6183
2023/08/02,13:14:59,12.3622,98.8725,10.632
2023/08/02,13:26:55,12.4275,98.4958,10.5756
2023/08/02,13:38:50,12.46,98.775,10.5976
2023/08/02,14:03:00,12.5837,98.4921,10.5373
2023/08/02,14:14:59,12.5887,98.2821,10.5136
2023/08/02,14:26:55,12.6212,98.113,10.4878
2023/08/02,14:38:56,12.6259,97.93,10.4671
2023/08/02,15:03:02,12.6433,97.712,10.4396
2023/08/02,15:15:01,12.6386,97.5473,10.4231
2023/08/02,15:27:00,12.6379,97.6446,10.4337
2023/08/02,15:38:56,12.6406,97.4186,10.4089
2023/08/02,15:50:55,12.6491,97.6921,10.4361
2023/08/02,16:02:51,12.6649,97.5524,10.4174
2023/08/02,16:27:06,12.6588,97.7969,10.445
2023/08/02,16:39:03,12.6333,98.196,10.4937
2023/08/02,16:51:00,12.6218,98.2769,10.5051
2023/08/02,17:02:56,12.6249,98.2025,10.4964
2023/08/02,17:14:55,12.6187,98.1971,10.4973
2023/08/02,17:39:07,12.5896,98.2969,10.515
2023/08/02,17:51:08,12.5828,98.4257,10.5304
2023/08/02,18:03:07,12.5627,98.2459,10.5161
2023/08/02,18:15:11,12.5122,98.1878,10.522
2023/08/02,18:27:10,12.4865,98.4083,10.5519
2023/08/02,18:39:09,12.458,98.4874,10.5673
2023/08/02,18:51:06,12.4485,98.6754,10.5898
2023/08/02,19:03:06,12.4287,98.2839,10.5525
2023/08/02,19:15:02,12.4183,98.1892,10.5449
2023/08/02,19:26:58,12.3706,98.2573,10.5638
2023/08/02,19:38:54,12.3574,98.3087,10.5725
2023/08/02,19:50:54,12.328,98.2906,10.5777
2023/08/02,20:02:53,12.3238,97.8327,10.5295
2023/08/02,20:14:53,12.3035,98.2942,10.5841
2023/08/02,20:26:49,12.2999,98.3279,10.5886
2023/08/02,20:51:02,12.2284,97.8864,10.5584
2023/08/02,21:03:01,12.2025,97.4427,10.5168
2023/08/02,21:15:09,12.1909,97.7063,10.5481
2023/08/02,21:39:18,12.1561,97.6415,10.5496
2023/08/02,21:51:14,12.1049,97.6355,10.5614
2023/08/02,22:03:10,12.094,98.4117,10.6481
2023/08/02,22:15:09,12.062,98.2004,10.6331
2023/08/02,22:27:09,12.062,98.0364,10.6153
2023/08/02,22:39:11,12.0522,98.2028,10.6357
2023/08/02,22:51:20,12.0375,98.0043,10.6179
2023/08/02,23:03:15,11.9995,97.947,10.621
2023/08/02,23:15:15,11.9733,97.707,10.6014
2023/08/02,23:27:10,11.9637,97.9134,10.6261
2023/08/02,23:39:06,11.9295,97.8787,10.6308
2023/08/02,23:51:05,11.9321,98.4405,10.6912
2023/08/03,00:03:04,11.9279,97.88,10.6313
2023/08/03,00:15:00,11.9098,98.0781,10.6573
2023/08/03,00:26:57,11.8654,98.2459,10.6865
2023/08/03,00:38:53,11.8543,97.4838,10.6064
2023/08/03,00:50:49,11.8304,97.5734,10.622
2023/08/03,01:02:50,11.7986,98.2365,10.7021
2023/08/03,01:14:46,11.7888,97.8145,10.6585
2023/08/03,01:27:07,11.7768,97.9208,10.6731
2023/08/03,01:39:03,11.762,97.7793,10.6613
2023/08/03,01:51:01,11.7072,98.0363,10.703
2023/08/03,02:02:57,11.6961,97.9529,10.6966
2023/08/03,02:14:53,11.6623,97.8974,10.699
2023/08/03,02:26:53,11.6617,97.577,10.6641
2023/08/03,02:38:51,11.6478,97.1569,10.6216
2023/08/03,02:50:47,11.6392,97.6046,10.6727
2023/08/03,03:02:46,11.6161,97.3332,10.6488
2023/08/03,03:27:04,11.5373,98.0917,10.7514
2023/08/03,03:39:04,11.5273,97.8645,10.729
2023/08/03,03:51:03,11.5131,97.687,10.7131
2023/08/03,04:03:00,11.4861,97.044,10.6493
2023/08/03,04:14:56,11.4557,98.2525,10.7896
2023/08/03,04:26:52,11.4393,98.0248,10.7687
2023/08/03,04:51:06,11.3902,97.1988,10.6902
2023/08/03,05:03:02,11.3638,97.5739,10.7381
2023/08/03,05:14:58,11.3066,97.8777,10.7859
2023/08/03,05:27:02,11.2957,97.3931,10.7353
2023/08/03,05:38:58,11.2578,97.7882,10.7884
2023/08/03,06:03:11,11.2293,97.3381,10.7459
2023/08/03,06:15:06,11.1831,97.5765,10.7839
2023/08/03,06:27:06,11.1638,97.8764,10.8219
2023/08/03,06:39:04,11.1587,97.5395,10.786
2023/08/03,06:51:01,11.1674,97.9552,10.8297
2023/08/03,07:03:00,11.1533,97.4423,10.7766
2023/08/03,07:14:57,11.2604,98.0821,10.8202
2023/08/03,07:26:53,11.1588,98.1662,10.8553
2023/08/03,07:38:52,11.1366,98.2346,10.8684
2023/08/03,07:50:49,11.1436,98.3061,10.8746
2023/08/03,08:02:48,11.1646,98.4025,10.8799
2023/08/03,08:14:47,11.1302,98.6503,10.9161
2023/08/03,08:26:43,11.1235,98.8515,10.9401
2023/08/03,08:38:39,11.1246,99.2076,10.9792
2023/08/03,08:50:35,11.2414,98.8108,10.9054
2023/08/03,09:02:31,11.19,99.8067,11.0286
2023/08/03,09:14:27,11.2283,99.1831,10.9498
2023/08/03,09:39:09,11.3088,100.0372,11.0233
2023/08/03,09:54:24,11.3684,100.2682,11.0334
2023/08/03,10:06:21,11.4251,100.5392,11.0486
2023/08/03,10:18:16,11.3973,100.2452,11.0234
2023/08/03,10:30:12,11.4738,101.0085,11.0876
2023/08/03,11:06:39,11.6623,101.4754,11.09
2023/08/03,11:18:35,11.7105,101.4901,11.0792
2023/08/03,11:30:34,11.7679,101.7062,11.088
2023/08/03,11:42:30,11.8884,101.7216,11.0587
2023/08/03,11:54:26,11.9326,102.1539,11.0943
2023/08/03,12:06:26,11.9842,101.4891,11.009
2023/08/03,12:30:39,12.1138,102.4286,11.0776
2023/08/03,12:42:34,12.1888,102.1406,11.0274
2023/08/03,12:54:31,12.2574,102.0904,11.0045
2023/08/03,13:06:26,12.2386,102.2515,11.0267
2023/08/03,13:18:25,12.3198,102.5973,11.0433
2023/08/03,13:30:22,12.3507,102.2795,11.0012
2023/08/03,13:42:21,12.3592,101.6477,10.9312
2023/08/03,13:54:20,12.3608,102.4391,11.0159
2023/08/03,14:06:16,12.3269,102.3205,11.0117
2023/08/03,14:18:12,12.4795,101.7169,10.9084
2023/08/03,14:30:11,12.4543,101.6138,10.9037
2023/08/03,14:42:08,12.5512,101.5839,10.8762
2023/08/03,14:54:06,12.5962,101.3066,10.8353
2023/08/03,15:06:02,12.5929,101.7758,10.8863
2023/08/03,15:17:57,12.6532,101.4802,10.8397
2023/08/03,15:29:53,12.6878,101.1635,10.7973
2023/08/03,15:41:49,12.7008,101.5812,10.8387
2023/08/03,15:53:47,12.7025,101.6121,10.8416
2023/08/03,16:05:43,12.7051,101.6314,10.843
2023/08/03,16:17:42,12.7166,101.5148,10.8277
2023/08/03,16:29:38,12.7209,100.844,10.7551
2023/08/03,16:41:33,12.7156,101.1892,10.7932
2023/08/03,16:53:30,12.7127,100.9197,10.7652
2023/08/03,17:05:27,12.7112,101.1073,10.7856
2023/08/03,17:17:24,12.7165,100.6139,10.7316
2023/08/03,17:29:30,12.7182,101.2032,10.7941
2023/08/03,17:41:26,12.7213,100.9288,10.7641
2023/08/03,17:53:24,12.7162,101.098,10.7834
2023/08/03,18:05:23,12.7132,101.1751,10.7923
2023/08/03,18:17:20,12.7158,100.6834,10.7392
2023/08/03,18:29:15,12.7127,100.3629,10.7058
2023/08/03,18:41:11,12.7095,101.2316,10.7993
2023/08/03,18:53:07,12.708,101.0779,10.7832
2023/08/03,19:05:04,12.7034,100.5343,10.7264
2023/08/03,19:17:00,12.7078,100.0926,10.6782
2023/08/03,19:28:56,12.7042,100.5443,10.7273
2023/08/03,19:40:52,12.7075,100.156,10.685
2023/08/03,19:52:48,12.7008,100.2774,10.6996
2023/08/03,20:04:46,12.699,100.089,10.6799
2023/08/03,20:16:43,12.6966,99.9752,10.6684
2023/08/03,20:28:38,12.6946,99.5469,10.6232
2023/08/03,20:40:34,12.6921,100.1524,10.6884
2023/08/03,20:52:30,12.6878,99.8457,10.6567
2023/08/03,21:16:44,12.685,99.1581,10.584
2023/08/03,21:28:40,12.6822,98.8489,10.5517
2023/08/03,21:40:36,12.6482,98.6583,10.5395
2023/08/03,21:52:32,12.6878,98.7203,10.5366
2023/08/03,22:04:37,12.687,98.3957,10.5021
2023/08/03,22:16:36,12.5762,98.4928,10.5392
2023/08/03,22:28:35,12.585,98.8373,10.574
2023/08/03,22:40:31,12.5882,98.2825,10.5138
2023/08/03,22:52:30,12.5213,98.1858,10.5196
2023/08/03,23:04:30,12.4752,98.2269,10.5352
2023/08/03,23:16:29,12.4257,98.3787,10.5634
2023/08/03,23:28:28,12.4803,98.6659,10.581
2023/08/03,23:40:31,12.4539,98.1768,10.5349
2023/08/03,23:52:27,12.3712,98.1798,10.5553
2023/08/04,00:04:23,12.4127,98.173,10.5445
2023/08/04,00:16:19,12.3284,99.1481,10.6699
2023/08/04,00:28:17,12.2916,98.7985,10.6413
2023/08/04,00:40:12,12.2322,98.6849,10.6436
2023/08/04,00:52:09,12.222,99.1955,10.7012
2023/08/04,01:04:07,12.202,98.5332,10.6347
2023/08/04,01:16:05,12.2241,98.6654,10.6435
2023/08/04,01:28:01,12.2284,97.8813,10.5579
2023/08/04,01:39:59,12.1655,98.2069,10.6084
2023/08/04,01:51:58,12.1923,98.448,10.6279
2023/08/04,02:03:54,12.1767,98.5427,10.6419
2023/08/04,02:15:53,12.0943,98.3754,10.6441
2023/08/04,02:27:48,12.0614,98.6794,10.6851
2023/08/04,02:39:45,12.0455,99.0125,10.7251
2023/08/04,02:51:41,12.0588,98.2696,10.6413
2023/08/04,03:03:39,12.0627,98.3487,10.6489
2023/08/04,03:15:35,11.9854,98.5996,10.6952
2023/08/04,03:27:32,12.0577,98.8269,10.702
2023/08/04,03:39:28,11.9878,98.5153,10.6855
2023/08/04,03:51:24,11.9738,98.7842,10.7181
2023/08/04,04:03:22,11.9295,99.026,10.7554
2023/08/04,04:15:19,11.9286,98.7473,10.7253
2023/08/04,04:27:17,11.9252,99.237,10.7794
2023/08/04,04:39:12,11.8949,99.0584,10.7675
2023/08/04,04:51:09,11.8288,99.3337,10.814
2023/08/04,05:15:23,11.8485,98.6914,10.7392
2023/08/04,05:27:18,11.8629,99.0473,10.7743
2023/08/04,05:39:17,11.8337,98.8682,10.7621
2023/08/04,05:51:13,11.88,98.5533,10.7163
2023/08/04,06:03:09,11.7945,99.5691,10.8483
2023/08/04,06:15:08,11.8703,98.8292,10.7488
2023/08/04,06:27:05,11.79,98.9698,10.7841
2023/08/04,06:39:00,11.7602,99.2422,10.8213
2023/08/04,07:03:13,11.7505,99.4423,10.8455
2023/08/04,07:15:10,11.7933,99.2317,10.8118
2023/08/04,07:27:08,11.7615,99.5691,10.8566
2023/08/04,07:39:05,11.7272,99.7948,10.8899
2023/08/04,07:51:01,11.752,99.2123,10.8201
2023/08/04,08:15:13,11.6607,99.4663,10.8708
2023/08/04,08:27:12,11.6405,99.4197,10.8708
2023/08/04,08:39:08,11.6622,100.1084,10.9406
2023/08/04,08:51:05,11.6115,100.3749,10.9827
2023/08/04,09:03:01,11.6323,99.8961,10.925
2023/08/04,09:14:58,11.6635,100.0601,10.935
2023/08/04,09:27:00,11.6423,100.8314,11.0248
2023/08/04,09:38:59,11.6982,100.845,11.0119
2023/08/04,09:50:56,11.7597,101.2263,11.0378
2023/08/04,10:02:52,11.8001,101.557,11.0634
2023/08/04,10:14:49,11.7662,101.5683,11.0734
2023/08/04,10:26:46,11.741,101.7333,11.0979
2023/08/04,10:38:42,11.7571,102.102,11.1339
2023/08/04,10:50:39,11.7882,102.3412,11.1519
2023/08/04,11:02:40,11.7973,102.2312,11.1376
2023/08/04,11:14:37,11.7268,102.3316,11.1668
2023/08/04,11:26:33,11.7956,102.4001,11.1564
2023/08/04,11:38:30,11.8966,102.866,11.181
2023/08/04,11:50:29,11.8403,102.8466,11.1935
2023/08/04,12:02:25,11.9067,103.2506,11.2202
2023/08/04,12:14:24,11.9152,102.9543,11.1858
2023/08/04,12:26:26,11.9299,103.1988,11.2085
2023/08/04,12:38:26,11.9236,103.2149,11.2119
2023/08/04,12:50:23,11.926,103.8442,11.2796
2023/08/04,13:14:59,11.9626,103.7865,11.2638
2023/08/04,13:26:59,12.0605,103.7004,11.229
2023/08/04,13:39:01,12.107,103.9819,11.2474
2023/08/04,13:50:58,12.1989,104.0774,11.2339
2023/08/04,14:27:19,12.3207,104.3703,11.2339
2023/08/04,14:39:15,12.3911,104.035,11.1797
2023/08/04,14:51:11,12.4625,103.5736,11.1119
2023/08/04,15:03:35,12.5893,103.7555,11.099
2023/08/04,15:15:31,12.6195,103.7968,11.0957
2023/08/04,15:27:28,12.6875,104.2776,11.1298
2023/08/04,15:39:24,12.6937,104.0175,11.1005
2023/08/04,15:51:23,12.6997,103.6096,11.0554
2023/08/04,16:03:21,12.6976,103.4683,11.0409
2023/08/04,16:15:42,12.6962,103.217,11.0144
2023/08/04,16:27:37,12.6994,103.1104,11.0022
2023/08/04,16:39:34,12.6914,102.8711,10.9787
2023/08/04,16:51:32,12.6942,103.1639,11.0092
2023/08/04,17:03:28,12.6909,103.0681,10.9999
2023/08/04,17:15:23,12.6897,102.6437,10.9549
2023/08/04,17:39:43,12.6945,103.0652,10.9986
2023/08/04,17:51:39,12.6928,103.0939,11.0021
2023/08/04,18:03:35,12.6909,102.7461,10.9655
2023/08/04,18:15:58,12.6882,102.0111,10.8877
2023/08/04,18:27:56,12.6887,102.5956,10.95
2023/08/04,18:39:56,12.6884,102.0218,10.8888
2023/08/04,18:51:55,12.6932,102.1205,10.8982
2023/08/04,19:03:56,12.6867,101.9207,10.8784
2023/08/04,19:16:15,12.6873,101.5116,10.8346
2023/08/04,19:28:11,12.6842,101.2358,10.806
2023/08/04,19:40:10,12.6823,101.355,10.8192
2023/08/04,19:52:06,12.629,101.6445,10.8633
2023/08/04,20:04:01,12.5888,101.5268,10.8607
2023/08/04,20:16:02,12.589,101.1522,10.8206
2023/08/04,20:27:57,12.5886,101.0939,10.8145
2023/08/04,20:39:53,12.5179,100.8579,10.8067
2023/08/04,20:51:50,12.5557,99.9768,10.703
2023/08/04,21:16:02,12.4517,100.5449,10.7896
2023/08/04,21:28:03,12.414,100.4586,10.7897
2023/08/04,21:40:00,12.4027,100.3091,10.7764
2023/08/04,21:51:56,12.3462,99.8439,10.7404
2023/08/04,22:03:55,12.326,99.6714,10.7268
2023/08/04,22:15:52,12.2634,99.6842,10.7437
2023/08/04,22:27:48,12.2399,99.6454,10.7453
2023/08/04,22:39:49,12.227,100.0645,10.7937
2023/08/04,22:51:45,12.1959,99.1485,10.7026
2023/08/04,23:03:44,12.0962,99.6545,10.782
2023/08/04,23:15:43,12.1146,99.2489,10.7335
2023/08/04,23:27:45,12.061,98.9693,10.7166
2023/08/04,23:51:56,11.9884,98.6437,10.6993
2023/08/05,00:03:58,11.9275,98.5316,10.7022
2023/08/05,00:15:57,11.9052,98.9104,10.7489
2023/08/05,00:27:53,11.8628,99.1148,10.7817
2023/08/05,00:39:55,11.7928,99.3257,10.8222
2023/08/05,00:51:51,11.7872,99.1846,10.8082
2023/08/05,01:03:50,11.7909,98.7778,10.763
2023/08/05,01:27:57,11.6946,98.9153,10.8021
2023/08/05,01:39:57,11.6555,98.9408,10.8147
2023/08/05,01:51:53,11.6607,98.8954,10.8084
2023/08/05,02:03:51,11.63,99.3655,10.8676
2023/08/05,02:15:46,11.6637,98.7845,10.7956
2023/08/05,02:27:44,11.6336,98.8908,10.8148
2023/08/05,02:39:40,11.5618,98.7817,10.8209
2023/08/05,02:51:36,11.5646,98.8209,10.8245
2023/08/05,03:03:53,11.5249,98.6146,10.8119
2023/08/05,03:15:52,11.4637,99.653,10.9413
2023/08/05,03:27:48,11.528,98.0785,10.7523
2023/08/05,03:39:44,11.4423,98.1401,10.7806
2023/08/05,03:51:43,11.411,98.8999,10.872
2023/08/05,04:03:39,11.3943,98.3568,10.8165
2023/08/05,04:15:36,11.3771,98.4061,10.8263
2023/08/05,04:27:31,11.3696,97.6201,10.7417
2023/08/05,04:39:28,11.3491,98.3253,10.8245
2023/08/05,04:51:27,11.2612,98.8933,10.9094
2023/08/05,05:03:26,11.2566,98.2949,10.8446
2023/08/05,05:15:23,11.2616,97.9789,10.8085
2023/08/05,05:27:19,11.2507,98.2278,10.8387
2023/08/05,05:39:14,11.1923,98.2015,10.8506
2023/08/05,06:03:25,11.2284,98.2195,10.8434
2023/08/05,06:15:21,11.2444,97.6815,10.78
2023/08/05,06:27:20,11.137,97.1917,10.753
2023/08/05,06:39:20,11.0427,98.2616,10.8954
2023/08/05,06:51:16,11.0566,98.077,10.8714
2023/08/05,07:03:15,11.1225,97.8472,10.8292
2023/08/05,07:15:12,11.0501,97.3043,10.7874
2023/08/05,07:27:08,10.9917,97.5113,10.8252
2023/08/05,07:39:04,11.0405,98.0078,10.8679
2023/08/05,07:51:00,10.9893,98.022,10.8825
2023/08/05,08:02:56,11.0186,97.7699,10.8471
2023/08/05,08:14:55,10.9038,98.1855,10.9226
2023/08/05,08:26:52,10.8589,98.8832,11.0119
2023/08/05,08:38:48,10.8577,98.5289,10.9727
2023/08/05,08:50:45,10.8504,99.0913,11.0373
2023/08/05,09:02:42,10.8804,98.3829,10.9506
2023/08/05,09:14:38,10.8542,98.7374,10.9969
2023/08/05,09:26:34,10.8559,98.3148,10.9493
2023/08/05,09:38:32,10.8544,98.763,10.9996
2023/08/05,09:50:29,10.8276,99.0265,11.036
2023/08/05,10:02:26,10.8169,99.3041,11.0697
2023/08/05,10:14:22,10.9152,99.056,11.0165
2023/08/05,10:26:20,10.9173,99.0647,11.0169
2023/08/05,10:38:17,10.896,99.3821,11.0578
2023/08/05,10:50:17,11.0918,99.5035,11.0204
2023/08/05,11:02:13,11.0218,98.8485,10.9659
2023/08/05,11:14:10,11.1177,98.727,10.9278
